0.000000e+00 0.000000e+00 0.000000e+00 2.000000e+00 0.000000e+00 4.000000e+00 0.000000e+00 6.000000e+00 0.000000e+00 8.000000e+00 0.000000e+00 1.000000e+01 0.000000e+00 1.380000e+01 
1.000000e-14 0.000000e+00 1.000000e-14 2.000000e+00 1.000000e-14 4.000000e+00 1.000000e-14 6.000000e+00 1.000000e-14 8.000000e+00 1.000000e-14 1.000000e+01 1.000000e-14 1.380000e+01 
2.000000e-14 0.000000e+00 2.000000e-14 2.000000e+00 2.000000e-14 4.000000e+00 2.000000e-14 6.000000e+00 2.000000e-14 8.000000e+00 2.000000e-14 1.000000e+01 2.000000e-14 1.380000e+01 
4.000000e-14 0.000000e+00 4.000000e-14 2.000000e+00 4.000000e-14 4.000000e+00 4.000000e-14 6.000000e+00 4.000000e-14 8.000000e+00 4.000000e-14 1.000000e+01 4.000000e-14 1.380000e+01 
8.000000e-14 0.000000e+00 8.000000e-14 2.000000e+00 8.000000e-14 4.000000e+00 8.000000e-14 6.000000e+00 8.000000e-14 8.000000e+00 8.000000e-14 1.000000e+01 8.000000e-14 1.380000e+01 
1.600000e-13 0.000000e+00 1.600000e-13 2.000000e+00 1.600000e-13 4.000000e+00 1.600000e-13 6.000000e+00 1.600000e-13 8.000000e+00 1.600000e-13 1.000000e+01 1.600000e-13 1.380000e+01 
3.200000e-13 0.000000e+00 3.200000e-13 2.000000e+00 3.200000e-13 4.000000e+00 3.200000e-13 6.000000e+00 3.200000e-13 8.000000e+00 3.200000e-13 1.000000e+01 3.200000e-13 1.380000e+01 
6.400000e-13 0.000000e+00 6.400000e-13 2.000000e+00 6.400000e-13 4.000000e+00 6.400000e-13 6.000000e+00 6.400000e-13 8.000000e+00 6.400000e-13 1.000000e+01 6.400000e-13 1.380000e+01 
1.000000e-12 0.000000e+00 1.000000e-12 2.000000e+00 1.000000e-12 4.000000e+00 1.000000e-12 6.000000e+00 1.000000e-12 8.000000e+00 1.000000e-12 1.000000e+01 1.000000e-12 1.380000e+01 
1.064000e-12 1.152000e-01 1.064000e-12 1.995816e+00 1.064000e-12 3.993466e+00 1.064000e-12 5.993421e+00 1.064000e-12 7.992209e+00 1.064000e-12 1.011520e+01 1.064000e-12 1.368480e+01 
1.192000e-12 3.456000e-01 1.192000e-12 1.985473e+00 1.192000e-12 3.979800e+00 1.192000e-12 5.979714e+00 1.192000e-12 7.976153e+00 1.192000e-12 1.034560e+01 1.192000e-12 1.345440e+01 
1.448000e-12 8.064000e-01 1.448000e-12 1.967067e+00 1.448000e-12 3.954533e+00 1.448000e-12 5.954375e+00 1.448000e-12 7.946884e+00 1.448000e-12 1.080640e+01 1.448000e-12 1.299360e+01 
1.960000e-12 1.728000e+00 1.960000e-12 1.961497e+00 1.960000e-12 3.933190e+00 1.960000e-12 5.932942e+00 1.960000e-12 7.922501e+00 1.960000e-12 1.172800e+01 1.960000e-12 1.207200e+01 
2.000000e-12 1.800000e+00 2.000000e-12 1.961608e+00 2.000000e-12 3.932603e+00 2.000000e-12 5.932360e+00 2.000000e-12 7.921915e+00 2.000000e-12 1.180000e+01 2.000000e-12 1.200000e+01 
2.060131e-12 1.800000e+00 2.060131e-12 1.960296e+00 2.060131e-12 3.932958e+00 2.060131e-12 5.932739e+00 2.060131e-12 7.922535e+00 2.060131e-12 1.180000e+01 2.060131e-12 1.200000e+01 
2.180393e-12 1.800000e+00 2.180393e-12 1.960263e+00 2.180393e-12 3.934567e+00 2.180393e-12 5.934368e+00 2.180393e-12 7.924764e+00 2.180393e-12 1.180000e+01 2.180393e-12 1.200000e+01 
2.392298e-12 1.800000e+00 2.392298e-12 1.960410e+00 2.392298e-12 3.936812e+00 2.392298e-12 5.936648e+00 2.392298e-12 7.927896e+00 2.392298e-12 1.180000e+01 2.392298e-12 1.200000e+01 
2.816106e-12 1.800000e+00 2.816106e-12 1.960164e+00 2.816106e-12 3.940728e+00 2.816106e-12 5.940624e+00 2.816106e-12 7.933394e+00 2.816106e-12 1.180000e+01 2.816106e-12 1.200000e+01 
3.663723e-12 1.800000e+00 3.663723e-12 1.961348e+00 3.663723e-12 3.947911e+00 3.663723e-12 5.947891e+00 3.663723e-12 7.943167e+00 3.663723e-12 1.180000e+01 3.663723e-12 1.200000e+01 
5.358957e-12 1.800000e+00 5.358957e-12 1.964918e+00 5.358957e-12 3.958984e+00 5.358957e-12 5.959047e+00 5.358957e-12 7.957595e+00 5.358957e-12 1.180000e+01 5.358957e-12 1.200000e+01 
8.749425e-12 1.800000e+00 8.749425e-12 1.973987e+00 8.749425e-12 3.973350e+00 8.749425e-12 5.973427e+00 8.749425e-12 7.974657e+00 8.749425e-12 1.180000e+01 8.749425e-12 1.200000e+01 
1.553036e-11 1.800000e+00 1.553036e-11 1.983069e+00 1.553036e-11 3.984028e+00 1.553036e-11 5.984038e+00 1.553036e-11 7.985239e+00 1.553036e-11 1.180000e+01 1.553036e-11 1.200000e+01 
2.846656e-11 1.800000e+00 2.846656e-11 1.994546e+00 2.846656e-11 3.993452e+00 2.846656e-11 5.993426e+00 2.846656e-11 7.993915e+00 2.846656e-11 1.180000e+01 2.846656e-11 1.200000e+01 
4.603599e-11 1.800000e+00 4.603599e-11 2.013096e+00 4.603599e-11 4.002198e+00 4.603599e-11 6.002204e+00 4.603599e-11 8.002635e+00 4.603599e-11 1.180000e+01 4.603599e-11 1.200000e+01 
6.896383e-11 1.800000e+00 6.896383e-11 2.003575e+00 6.896383e-11 4.000420e+00 6.896383e-11 6.000420e+00 6.896383e-11 8.000171e+00 6.896383e-11 1.180000e+01 6.896383e-11 1.200000e+01 
9.737314e-11 1.800000e+00 9.737314e-11 1.998930e+00 9.737314e-11 4.000081e+00 9.737314e-11 6.000081e+00 9.737314e-11 8.000185e+00 9.737314e-11 1.180000e+01 9.737314e-11 1.200000e+01 
1.538803e-10 1.800000e+00 1.538803e-10 2.002315e+00 1.538803e-10 4.000237e+00 1.538803e-10 6.000238e+00 1.538803e-10 8.000169e+00 1.538803e-10 1.180000e+01 1.538803e-10 1.200000e+01 
2.374321e-10 1.800000e+00 2.374321e-10 1.999302e+00 2.374321e-10 3.999805e+00 2.374321e-10 5.999805e+00 2.374321e-10 7.999852e+00 2.374321e-10 1.180000e+01 2.374321e-10 1.200000e+01 
3.374321e-10 1.800000e+00 3.374321e-10 2.002106e+00 3.374321e-10 4.000196e+00 3.374321e-10 6.000196e+00 3.374321e-10 8.000163e+00 3.374321e-10 1.180000e+01 3.374321e-10 1.200000e+01 
